	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	42	263	154	263	251
CR2	42	0	277	112	277	275
MA1	263	277	0	296	0	120
MA2	154	112	296	0	296	293
MM1	263	277	0	296	0	120
MM2	251	275	120	293	120	0
