	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	266	275	151	80	151
CR2	266	0	82	290	272	290
MA1	275	82	0	298	279	298
MA2	151	290	298	0	154	0
MM1	80	272	279	154	0	154
MM2	151	290	298	0	154	0
