	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	492	264	483	246	264
CR2	492	0	473	163	480	473
MA1	264	473	0	422	306	0
MA2	483	163	422	0	500	422
MM1	246	480	306	500	0	306
MM2	264	473	0	422	306	0
