	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	107	31	105	34	40
CR2	107	0	98	49	105	93
MA1	31	98	0	97	40	36
MA2	105	49	97	0	102	102
MM1	34	105	40	102	0	44
MM2	40	93	36	102	44	0
