	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	293	186	277	164	191
CR2	293	0	261	111	271	279
MA1	186	261	0	285	143	160
MA2	277	111	285	0	303	314
MM1	164	271	143	303	0	146
MM2	191	279	160	314	146	0
