	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	246	220	107	248	253
CR2	246	0	127	235	98	112
MA1	220	127	0	209	29	117
MA2	107	235	209	0	237	238
MM1	248	98	29	237	0	89
MM2	253	112	117	238	89	0
