	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	349	329	122	343	350
CR2	349	0	174	336	219	203
MA1	329	174	0	317	216	202
MA2	122	336	317	0	331	338
MM1	343	219	216	331	0	203
MM2	350	203	202	338	203	0
