	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	100	34	178	180	189
CR2	100	0	126	118	118	133
MA1	34	126	0	185	187	196
MA2	178	118	185	0	6	63
MM1	180	118	187	6	0	67
MM2	189	133	196	63	67	0
