	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	159	37	150	165	150
CR2	159	0	158	52	59	52
MA1	37	158	0	147	162	147
MA2	150	52	147	0	40	0
MM1	165	59	162	40	0	40
MM2	150	52	147	0	40	0
