	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	217	197	134	162	134
CR2	217	0	71	198	212	198
MA1	197	71	0	174	188	174
MA2	134	198	174	0	128	0
MM1	162	212	188	128	0	128
MM2	134	198	174	0	128	0
