	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	288	162	279	162	141
CR2	288	0	282	107	282	281
MA1	162	282	0	281	0	178
MA2	279	107	281	0	281	276
MM1	162	282	0	281	0	178
MM2	141	281	178	276	178	0
