	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	321	308	88	310	308
CR2	321	0	122	329	129	122
MA1	308	122	0	318	65	0
MA2	88	329	318	0	320	318
MM1	310	129	65	320	0	65
MM2	308	122	0	318	65	0
