	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	180	104	177	82	87
CR2	180	0	183	7	182	167
MA1	104	183	0	180	80	94
MA2	177	7	180	0	179	164
MM1	82	182	80	179	0	91
MM2	87	167	94	164	91	0
