	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	164	75	163	75	68
CR2	164	0	155	19	155	167
MA1	75	155	0	154	0	49
MA2	163	19	154	0	154	166
MM1	75	155	0	154	0	49
MM2	68	167	49	166	49	0
