	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	356	280	295	201	210
CR2	356	0	329	219	375	362
MA1	280	329	0	203	272	109
MA2	295	219	203	0	306	202
MM1	201	375	272	306	0	195
MM2	210	362	109	202	195	0
