	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	191	91	188	91	112
CR2	191	0	187	58	187	185
MA1	91	187	0	184	0	100
MA2	188	58	184	0	184	184
MM1	91	187	0	184	0	100
MM2	112	185	100	184	100	0
