	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	294	188	312	188	121
CR2	294	0	293	161	293	304
MA1	188	293	0	303	0	169
MA2	312	161	303	0	303	312
MM1	188	293	0	303	0	169
MM2	121	304	169	312	169	0
