	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	307	281	28	316	281
CR2	307	0	176	312	180	176
MA1	281	176	0	286	170	0
MA2	28	312	286	0	321	286
MM1	316	180	170	321	0	170
MM2	281	176	0	286	170	0
