	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	246	134	115	114	104
CR2	246	0	182	199	235	235
MA1	134	182	0	35	77	97
MA2	115	199	35	0	42	78
MM1	114	235	77	42	0	63
MM2	104	235	97	78	63	0
