	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	150	122	74	71	66
CR2	150	0	72	127	132	144
MA1	122	72	0	95	86	112
MA2	74	127	95	0	9	68
MM1	71	132	86	9	0	61
MM2	66	144	112	68	61	0
