	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	135	421	193	202	158
CR2	135	0	337	276	285	264
MA1	421	337	0	403	410	413
MA2	193	276	403	0	189	208
MM1	202	285	410	189	0	176
MM2	158	264	413	208	176	0
