	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	342	324	278	156	160
CR2	342	0	137	191	340	321
MA1	324	137	0	93	329	310
MA2	278	191	93	0	285	217
MM1	156	340	329	285	0	161
MM2	160	321	310	217	161	0
