	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	229	143	225	110	143
CR2	229	0	212	31	230	212
MA1	143	212	0	209	140	0
MA2	225	31	209	0	226	209
MM1	110	230	140	226	0	140
MM2	143	212	0	209	140	0
