	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	229	109	217	124	109
CR2	229	0	212	76	213	212
MA1	109	212	0	204	100	0
MA2	217	76	204	0	207	204
MM1	124	213	100	207	0	100
MM2	109	212	0	204	100	0
