	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	368	174	384	173	136
CR2	368	0	372	81	333	365
MA1	174	372	0	385	196	83
MA2	384	81	385	0	348	380
MM1	173	333	196	348	0	113
MM2	136	365	83	380	113	0
