Nanopore,Region_MA-MM-CR,Length_3way,Diff_MA-MA,Diff_CR-CR,Diff_MM-MM,Region_MA-MM,Length_MA-MM,Diff_MA-MA,Diff_MM-MM,Region_MA-CR,Length_MA-CR,Diff_MA-MA,Diff_CR_CR,Region_MM-CR,Length_MM-CR,Diff_MM-MM,Diff_CR-CR
21323d4a-a5ff-4a30-a014-0e5946b6c23e,,,,,,,,,,,,,,,,,
2137030c-25fd-41d9-aba6-c694b6cbb6c8,,,,,,,,,,,,,,,,,
21373839-fb6d-41af-94a3-57c362bd245b,,,,,,,,,,,,,,,,,
213ecd28-582d-4228-9e96-f2286e2d6884,,,,,,,,,,,,,,,,,
213f04c8-eafc-4e21-9fe3-12b8273604bc,,,,,,,,,,,,,,,,,
21409e90-dfb8-47db-8f63-17ea4398dc5e,,,,,,,,,,,,,,,,,
21414210-02b6-4d75-b618-1af3647ac2da,,,,,,,,,,,,,,,,,
2141c78d-aaf9-4e66-b200-7b8861749742,,,,,,,,,,,,,,,,,
21438060-b6a7-45b9-a571-f55818d4997e,,,,,,,,,,,,,,,,,
214a731c-0b5e-46af-81a8-415c6f464315,,,,,,,,,,,,,,,,,
214d93de-09a7-458d-83f3-a4ac5cc0cc6c,,,,,,,,,,,,,,,,,
214dc619-1d76-44cc-9c7a-93f253c1f4b5,,,,,,,,,,,,,,,,,
215083d3-1453-4620-acc1-716fa5f0fb4e,,,,,,,,,,,,,,,,,
21540049-9dc5-4d42-89a1-7478e0a2dd87,,,,,,,,,,,,,,,,,
21575c99-e6b7-4ad5-a9e1-9e05496ab93b,,,,,,,,,,,,,,,,,
21592c8b-5084-4a1b-8b09-4189cff592c4,,,,,,,,,,,,,,,,,
215a5e4d-232c-4541-82d8-99473094e930,,,,,,,,,,,,,,,,,
215ce042-d485-4411-9343-ae1d9bd3c035,,,,,,,,,,,,,,,,,
21642a9b-3c5b-45fc-aa3e-1c8d3cc2d432,,,,,,,,,,,,,,,,,
216546a9-af32-4c9d-b82d-4c4a755d80a9,,,,,,,,,,,,,,,,,
21661972-a816-41f9-81bc-16de90562551,,,,,,,,,,,,,,,,,
21662c20-4134-45bd-9374-ca67d8904dc0,,,,,,,,,,,,,,,,,
2168c1a1-65fb-4fd2-89c7-aa19890e24ed,,,,,,,,,,,,,,,,,
216b2953-6ee7-4fb0-bb99-4691e718906a,,,,,,,,,,,,,,,,,
216d15d2-5a0a-4791-80bc-97e9b884e05a,,,,,,,,,,,,,,,,,
21721b5d-dee0-4d14-957f-b4770349ce5f,,,,,,,,,,,,,,,,,
21755a83-edb1-4e13-9ab2-32d587b2938c,,,,,,,,,,,,,,,,,
2176c07e-7453-4f9c-acd7-43acf31434af,,,,,,,,,,,,,,,,,
217b9df0-2b18-4f13-a6dd-b6f67c9127bc,,,,,,,,,,,,,,,,,
217c13d4-85f5-42fa-81bb-926fb122e259,,,,,,,,,,,,,,,,,
217c3793-a503-478c-801f-a77764e1dc49,,,,,,,,,,,,,,,,,
217c5ea9-9ea6-42c1-95d6-ca74e3e4fd9d,,,,,,,,,,,,,,,,,
2183be5c-e29f-4588-88f2-5e8d198cdb52,,,,,,,,,,,,,,,,,
21846995-f62f-48c7-9ed7-0c601777ae4d,,,,,,,,,,,,,,,,,
218836b8-d821-4cd2-afb2-3e276fe437b9,,,,,,,,,,,,,,,,,
218b295b-b534-44eb-aefa-6f6930250511,,,,,,,,,,,,,,,,,
2190007b-b27e-49fc-9b98-c8681679f64f,,,,,,,,,,,,,,,,,
2191fc89-5eed-4bca-bf95-f98796ee318b,,,,,,,,,,,,,,,,,
2193677b-3a55-409b-b9d9-c533461b53d5,,,,,,,,,,,,,,,,,
21936de5-ba9c-422d-8329-a58f0ea9657b,,,,,,,,,,,,,,,,,
2194a5d6-464d-453f-84e4-124e0b6c89e4,,,,,,,,,,,,,,,,,
2195fd08-596c-40af-81e0-61fb5b9a0121,,,,,,,,,,,,,,,,,
2196b345-7331-4f03-8e28-b59de346c965,,,,,,,,,,,,,,,,,
2196cc78-bce4-4628-8b2a-c16b2f8a512b,,,,,,,,,,,,,,,,,
2196d294-6a14-40ec-9d7e-5582312f3e1b,,,,,,,,,,,,,,,,,
219d5c2a-4261-442c-8176-519b1886a152,,,,,,,,,,,,,,,,,
21a0f978-459a-4b86-9be7-d6689a33d935,,,,,,,,,,,,,,,,,
21a1b17b-edc3-48f1-a0dd-cc3a5ba1d2cb,,,,,,,,,,,,,,,,,
21a444b9-d9b5-4307-bf64-d6f4fa9dd1d3,,,,,,,,,,,,,,,,,
21a6455f-0269-46c3-a90e-7659918c5aed,,,,,,,,,,,,,,,,,
21a64923-42cb-4b66-990e-0230b327c98e,,,,,,,,,,,,,,,,,
21a7bd41-586a-4709-91de-6b1f6c329b5d,,,,,,,,,,,,,,,,,
21a7c59d-4ad1-4430-9167-4c11d84fd8e8,,,,,,,,,,,,,,,,,
21a883fc-47d4-466c-aea0-ab589f7ab06c,,,,,,,,,,,,,,,,,
21bf399c-0a6b-4858-bc9e-aa3624bd3eea,,,,,,,,,,,,,,,,,
21c1d999-24e8-4dc5-8a9e-cd656d9be29f,,,,,,,,,,,,,,,,,
21c29ec5-6a82-44b2-9111-a212c0e2b53b,,,,,,,,,,,,,,,,,
21c45f17-fe80-4110-aa0d-5b1575ab5208,,,,,,,,,,,,,,,,,
21c5c423-7dbb-4420-8fff-ca4bed93e11c,,,,,,,,,,,,,,,,,
21d7ae95-cb0c-43b3-9ec1-b96442474c2f,,,,,,,,,,,,,,,,,
21d9b3ac-8537-480e-97da-9400211f09e3,,,,,,,,,,,,,,,,,
21da19d2-1017-4233-bb36-666f23505062,,,,,,,,,,,,,,,,,
21da81ef-a556-44cf-8463-83d6bb1edbbd,,,,,,,,,,,,,,,,,
21dd5ad5-e72d-40c2-9863-c72a1d80a2f0,,,,,,,,,,,,,,,,,
21e3de4c-dc86-4485-be5f-d001ddc59626,,,,,,,,,,,,,,,,,
21e6aa0f-53ee-4db5-b807-2d917849e081,,,,,,,,,,,,,,,,,
21e70437-0a53-4a1c-afd6-0caaa8599295,,,,,,,,,,,,,,,,,
21e7765b-84e6-4aca-8a63-3298872b4e3f,,,,,,,,,,,,,,,,,
21eecd87-3c52-47d7-8758-302f6bb27cdb,,,,,,,,,,,,,,,,,
21f02fe1-cabf-43d5-841a-08a6de259007,,,,,,,,,,,,,,,,,
21f29aa7-e89c-466e-9cdc-c4cb059f738d,,,,,,,,,,,,,,,,,
21f3d6bd-cd11-47c1-8f28-acd37cd98c0e,,,,,,,,,,,,,,,,,
21f44bbd-15dd-4531-9987-916ec9c58f65,,,,,,,,,,,,,,,,,
21f69f2b-b96f-45dc-a1a0-b7086044df48,,,,,,,,,,,,,,,,,
21f9f6ab-1287-4309-a0e8-976962c37c4c,,,,,,,,,,,,,,,,,
21fb3dd5-475f-4b68-9cb1-9ef0f0231a45,,,,,,,,,,,,,,,,,
21fc33cb-703c-47b0-a762-9e8fe7555814,,,,,,,,,,,,,,,,,
21fc3c68-c219-4502-87df-bb0a9178d0a6,,,,,,,,,,,,,,,,,
21fc89b7-465c-4a7a-b501-ce197657fd45,,,,,,,,,,,,,,,,,
21fe8627-43c9-4391-bd11-3e16b06956dc,,,,,,,,,,,,,,,,,
220202b7-f737-4782-bcae-ed2ebc7158b3,,,,,,,,,,,,,,,,,
22039b4d-4eaa-45e3-97dc-a1878586f5e0,,,,,,,,,,,,,,,,,
22045180-f1fb-4229-9e2f-c5ec2a1f92e2,,,,,,,,,,,,,,,,,
22081e88-fc40-45aa-b124-88cd42340777,,,,,,,,,,,,,,,,,
22090934-1e8e-4df1-b310-9d8f9f1337ee,,,,,,,,,,,,,,,,,
220a4788-427f-4695-9e18-130fe2bf97eb,,,,,,,,,,,,,,,,,
220bd40c-f358-41c6-9a44-2d0e2628b490,,,,,,,,,,,,,,,,,
2210b8fa-72f6-428c-8b88-f50a38045c0b,,,,,,,,,,,,,,,,,
221230ad-19f9-4ca2-bf8b-a4adcf82cc55,,,,,,,,,,,,,,,,,
2212bb14-2603-45fd-946c-da8aa37c430d,,,,,,,,,,,,,,,,,
2214f540-0183-42a2-b954-19654cc8173d,,,,,,,,,,,,,,,,,
221820a1-d2c2-40e0-b13a-a8b2b0ceda44,,,,,,,,,,,,,,,,,
221c24c4-48b2-42b5-af98-bc2a525c8e77,,,,,,,,,,,,,,,,,
221d8e5d-0300-4757-a3a4-143c741c0611,,,,,,,,,,,,,,,,,
221feb15-74c9-46ce-878c-2c1a1bdf63f3,,,,,,,,,,,,,,,,,
22213994-c00d-49e8-ab7b-dd3103443a74,,,,,,,,,,,,,,,,,
222290b7-889c-4c80-b2a0-fdf03fd7b855,,,,,,,,,,,,,,,,,
2224760f-a52e-435f-95b5-b8f9bcfbfd00,,,,,,,,,,,,,,,,,
2225b934-caf6-4121-a45f-ecf3ba734d35,,,,,,,,,,,,,,,,,
222935e6-1b86-4fbe-8d00-aee4d1d2fba9,,,,,,,,,,,,,,,,,
222e94c9-0596-4a88-9b4d-1f313d3f6bf1,,,,,,,,,,,,,,,,,
223312df-3fd5-4fd9-8089-08f1a3f42998,,,,,,,,,,,,,,,,,
2239285d-b058-48bc-8b86-9490ad7ceb30,,,,,,,,,,,,,,,,,
223dc5fc-0e04-4a01-a712-0618203d3f16,,,,,,,,,,,,,,,,,
223e3a19-5989-4471-8e56-fedc6125ed3d,,,,,,,,,,,,,,,,,
22415f9d-282e-44c0-8551-bf1a635831b8,,,,,,,,,,,,,,,,,
224595e8-c412-4c57-84bc-14faed0e957e,,,,,,,,,,,,,,,,,
2247983e-8817-4f4c-8105-0624e2df429a,,,,,,,,,,,,,,,,,
2248d89c-9b33-46fc-bcfc-36830027db6e,,,,,,,,,,,,,,,,,
22499ef9-24ef-4eaf-8730-0a9ef52d18f7,,,,,,,,,,,,,,,,,
2249d7f9-b83d-4fbb-9992-8b10506d8942,,,,,,,,,,,,,,,,,
224aac9e-ff2a-4d80-a1f5-d4addd10f3af,,,,,,,,,,,,,,,,,
224f2fa3-11bb-4344-80a5-a57db7a41508,,,,,,,,,,,,,,,,,
224f6b01-05b1-4a7b-a119-8cb6061bd204,,,,,,,,,,,,,,,,,
2251bfd0-fd6a-4694-8b23-bdee9d869a94,,,,,,,,,,,,,,,,,
22556b03-0390-4887-8592-1f5e291fd55d,,,,,,,,,,,,,,,,,
22563ef2-003a-4973-9b97-7bdd2f400a8c,,,,,,,,,,,,,,,,,
225765e1-f8b7-4684-9327-aa96eb4b2cad,,,,,,,,,,,,,,,,,
22576d87-c077-4857-9dde-f4e4632efa58,,,,,,,,,,,,,,,,,
225b8f15-6bec-496e-9702-2faa8cf77a2e,,,,,,,,,,,,,,,,,
225f757b-300b-4b4f-9198-bb41d4204cf5,,,,,,,,,,,,,,,,,
2261d398-b2ce-42c6-a08b-de7682b4e716,,,,,,,,,,,,,,,,,
22624d23-b4b6-4f7f-82cf-e2b2447f8367,,,,,,,,,,,,,,,,,
2262e6e6-9527-470e-8023-0caadedcdad4,,,,,,,,,,,,,,,,,
22657faa-dca3-438a-88c1-b799301f3545,,,,,,,,,,,,,,,,,
226655f8-e494-4822-97d3-f6fa54377338,,,,,,,,,,,,,,,,,
22685386-0370-486e-b037-d48a1c3868b2,,,,,,,,,,,,,,,,,
226d2ef9-2bfd-47c3-a342-bdda510a6345,,,,,,,,,,,,,,,,,
226f1fa0-fe83-4bf8-9120-30a1da8c0754,,,,,,,,,,,,,,,,,
22730975-ccab-49b7-886e-71850abea3ae,,,,,,,,,,,,,,,,,
22736ebb-d76f-4304-b8b7-ef4563fc7475,,,,,,,,,,,,,,,,,
2274b1fb-8465-41fc-94d4-120632e6b4e5,,,,,,,,,,,,,,,,,
227ae956-743f-490a-91d2-1fb514d658ac,,,,,,,,,,,,,,,,,
227cba29-6b73-41e0-bdd8-47ececd487ee,,,,,,,,,,,,,,,,,
227e295d-a337-4b0a-a77e-c48aa7dd8f3d,,,,,,,,,,,,,,,,,
22810c33-7e91-4e53-bbf1-9d8599f3d799,,,,,,,,,,,,,,,,,
22861e87-9a06-429f-99d1-774a6356005f,,,,,,,,,,,,,,,,,
22880dd3-f363-47aa-ae49-9f7461d9cd86,,,,,,,,,,,,,,,,,
228ac279-cbc2-40f1-8078-70735c9c58c3,,,,,,,,,,,,,,,,,
228d8ba8-1e64-4c60-917d-894bb4d0bfdd,,,,,,,,,,,,,,,,,
22907954-3a37-4cd0-87d7-384c327eb809,,,,,,,,,,,,,,,,,
229738c3-3a36-47b1-aa6c-77eec1aadc59,,,,,,,,,,,,,,,,,
22976470-0914-4254-8c1d-a0e24859c6c7,,,,,,,,,,,,,,,,,
2297f6c6-2def-4ab6-bb18-30122e0e8111,,,,,,,,,,,,,,,,,
229812c1-6a2d-4354-8116-130e2afa6f95,,,,,,,,,,,,,,,,,
22a086df-43d2-4fa5-98e7-c5b4988e474b,,,,,,,,,,,,,,,,,
22a559dd-5a22-47f9-b0cd-1b35f227d7d8,,,,,,,,,,,,,,,,,
22a7b67d-1958-4f60-8a05-021612c611f9,,,,,,,,,,,,,,,,,
22a8bc8c-e18f-4da7-9e4b-1eeee86777ff,,,,,,,,,,,,,,,,,
22a9f21d-03dd-4e2a-b449-d6d780b17afb,,,,,,,,,,,,,,,,,
22ab2dbe-3670-4f8f-a3f7-e9c90e1657ab,,,,,,,,,,,,,,,,,
22aef28d-dfc7-4ee9-87a8-50fde1136cea,,,,,,,,,,,,,,,,,
22b0eaa6-90ce-4b6d-b9a0-f96f67a610e5,,,,,,,,,,,,,,,,,
22b65371-5418-47d8-8a39-7934d552ccad,,,,,,,,,,,,,,,,,
22bacd1e-0dbc-4b12-853e-caf221847f92,,,,,,,,,,,,,,,,,
22badeb8-e003-46db-b236-378d508b3ce0,,,,,,,,,,,,,,,,,
22be544d-0334-40ea-b37b-94e5d0a30cb2,,,,,,,,,,,,,,,,,
22c5fd39-d895-428b-8e3e-13ccbe0e7be7,,,,,,,,,,,,,,,,,
22c708b8-5d36-4e90-94cd-e456c2d04869,,,,,,,,,,,,,,,,,
22cc7f81-a91f-4071-81de-f19bcbc52724,,,,,,,,,,,,,,,,,
22cf9eab-41eb-41bc-9854-30c0e287bf5a,,,,,,,,,,,,,,,,,
22d018e0-26f2-415b-b12b-294919ea56ca,,,,,,,,,,,,,,,,,
22d20351-8a15-4992-b62d-3df13c30d490,,,,,,,,,,,,,,,,,
22d81327-fcae-4fda-a3bd-e3885c085168,,,,,,,,,,,,,,,,,
22dc4b47-c9cf-42d1-a194-a699597a29b7,,,,,,,,,,,,,,,,,
22e0c814-7e5e-4e3d-b700-c4cd40944ed8,,,,,,,,,,,,,,,,,
22e1b092-2d61-4f80-bf06-6ae7c06baebd,,,,,,,,,,,,,,,,,
22e6e87b-1b35-4c9c-a3b4-fadf9946cacc,,,,,,,,,,,,,,,,,
22f4544d-7816-43a0-bdfc-0854304d2921,,,,,,,,,,,,,,,,,
22f5805a-eb90-45bc-b72d-415fc317cec5,,,,,,,,,,,,,,,,,
22f6530a-0f43-427b-8ec3-59faee01ea23,,,,,,,,,,,,,,,,,
22f7dab0-1c6c-4af3-ba4b-a41ebe19421b,,,,,,,,,,,,,,,,,
22fefd0f-9063-4f70-b2ca-3fb9e2646686,,,,,,,,,,,,,,,,,
22ff3afe-730c-438f-90f4-30fe403e99f1,,,,,,,,,,,,,,,,,
2300a1e4-92c1-4888-ae17-d5f32fe3c6d5,,,,,,,,,,,,,,,,,
2300b60a-fd21-44a9-b591-7a4d99d3c96e,,,,,,,,,,,,,,,,,
23017174-3ef2-4a5d-8b9f-b9a017cfcbab,,,,,,,,,,,,,,,,,
23034582-46e8-4840-879e-462ca6149762,,,,,,,,,,,,,,,,,
230473d2-dbd5-4666-9259-d292b82f5763,,,,,,,,,,,,,,,,,
23051a69-296b-42c0-9dd2-5302a5fddabd,,,,,,,,,,,,,,,,,
23061e8e-a627-4e81-a13a-845fb77f149e,,,,,,,,,,,,,,,,,
23079721-52f3-48ed-a5a5-1ee3f31c3195,,,,,,,,,,,,,,,,,
23088f44-09c4-4e05-bbeb-75dcafe5bc5e,,,,,,,,,,,,,,,,,
230afe1f-ffcc-4b45-a8de-ddf9d8e20dd2,,,,,,,,,,,,,,,,,
230bfae6-e8ef-4b46-abc1-35ad1c772e64,,,,,,,,,,,,,,,,,
230cc290-1dc4-4de3-9a8a-4c975b56f18c,,,,,,,,,,,,,,,,,
230db499-da8e-4a23-bf21-4841034f48d4,,,,,,,,,,,,,,,,,
2311a463-7f50-4afa-b0ac-c3408f6df4ee,,,,,,,,,,,,,,,,,
23120ebb-5308-405f-a610-75b0961149d7,,,,,,,,,,,,,,,,,
231347be-a773-4b94-af91-454bae412f6b,,,,,,,,,,,,,,,,,
231466d4-7713-41ab-8080-ceca1104cc1d,,,,,,,,,,,,,,,,,
23183edb-a80b-407b-a4f1-3987a24a0998,,,,,,,,,,,,,,,,,
231b4480-2fa0-4a57-a080-8cb4dc685b3b,,,,,,,,,,,,,,,,,
231c06ac-98e0-4fbe-98b6-e33ef129629e,,,,,,,,,,,,,,,,,
231cde38-347c-4f27-9a8d-263f60684dec,,,,,,,,,,,,,,,,,
231dcfda-c815-4f4f-8407-7a4f50679f87,,,,,,,,,,,,,,,,,
231fe233-9e7e-49cd-b1b2-533b3028623c,,,,,,,,,,,,,,,,,
232088bc-cd51-48a3-97c0-540c94f63c3d,,,,,,,,,,,,,,,,,
23209089-1199-4735-829f-545c2633769b,,,,,,,,,,,,,,,,,
2321237d-cac3-4042-8b80-6923498086d2,,,,,,,,,,,,,,,,,
23223623-b44c-47fa-96cf-707ea6a4c7db,,,,,,,,,,,,,,,,,
232606fc-6d5e-4690-a6b5-5f04fa46fed8,,,,,,,,,,,,,,,,,
232b9171-f186-4575-b137-48095cfa58f2,,,,,,,,,,,,,,,,,
232ededa-6501-499a-9400-e0d4cc96ce31,,,,,,,,,,,,,,,,,
232eeba5-7845-4b53-a5f8-dab224c1ded8,,,,,,,,,,,,,,,,,
23302cbd-812c-4911-9604-cb67b0232c87,,,,,,,,,,,,,,,,,
2331dd3d-fee6-4a5e-b5c6-78e734045391,,,,,,,,,,,,,,,,,
23330318-0c78-4083-b229-769296b6e95c,,,,,,,,,,,,,,,,,
2333aee9-dd8b-4bf7-aa11-cc0700fef213,,,,,,,,,,,,,,,,,
23359d21-16f3-4bca-83ce-e87636f8e2dd,,,,,,,,,,,,,,,,,
23383d49-1fe5-4025-a074-5760f80d0c14,,,,,,,,,,,,,,,,,
234313fe-b71c-42a5-99c2-4d1ecf44efc0,,,,,,,,,,,,,,,,,
23437066-072c-44e6-933c-57f71273b8d3,,,,,,,,,,,,,,,,,
2344055f-b164-4a59-a963-c421c3f026b0,,,,,,,,,,,,,,,,,
2346e190-b341-4372-8450-7ad5c2fea3d3,,,,,,,,,,,,,,,,,
234767af-6595-41f2-a484-31010a5fc10f,,,,,,,,,,,,,,,,,
2349f37d-c6f8-450b-9c28-5c099feefdce,,,,,,,,,,,,,,,,,
234bc51b-0ae5-409e-beea-70d1c5e50a8a,,,,,,,,,,,,,,,,,
234caecc-18f1-4de6-b184-5958ebed51d3,,,,,,,,,,,,,,,,,
234da15e-be53-41a5-875e-1713f944f5ee,,,,,,,,,,,,,,,,,
234e3bd0-b0fd-4cae-8b55-2745b04d219f,,,,,,,,,,,,,,,,,
234fe93d-6278-48bd-96ec-3459eb7c6ff3,,,,,,,,,,,,,,,,,
2353e9fa-697d-407f-9aac-f5ae4ea9075b,,,,,,,,,,,,,,,,,
235ebdae-044c-45a6-992f-35bc9b0e48e8,,,,,,,,,,,,,,,,,
2369ac5d-0f6a-48f0-ab3d-fd33461f73ee,,,,,,,,,,,,,,,,,
236b7d98-e407-44ab-958d-e8ae49cb1053,,,,,,,,,,,,,,,,,
237199f9-9f86-4158-bf93-37f40214e638,,,,,,,,,,,,,,,,,
23763856-791e-4cde-b692-e8a60765e5d4,,,,,,,,,,,,,,,,,
2376ec78-59a3-49fa-aaf0-99f47c5aa4e3,,,,,,,,,,,,,,,,,
237f4435-b632-462d-a9a7-91e54b4fbb7d,,,,,,,,,,,,,,,,,
23815b75-75f2-4973-b5b9-7e8ed8abf47b,,,,,,,,,,,,,,,,,
2381ba05-9994-492d-8104-18568955d229,,,,,,,,,,,,,,,,,
23880476-afb4-4761-ba01-48fa10ef867b,,,,,,,,,,,,,,,,,
2389878e-e9ae-4275-97ea-641b13374f53,,,,,,,,,,,,,,,,,
238daa9e-f571-4ed5-bff5-05faa29363ed,,,,,,,,,,,,,,,,,
238f1428-a1a8-4c0f-b40e-59772ed87153,,,,,,,,,,,,,,,,,
23908423-a770-4234-97f5-a17dc7fff982,,,,,,,,,,,,,,,,,
239091e7-d5d2-4df6-85d3-38eb40270c49,,,,,,,,,,,,,,,,,
2393ff34-5568-4f4f-8c08-023165bc9263,,,,,,,,,,,,,,,,,
23943021-16fe-4982-9524-4cc35ce02198,,,,,,,,,,,,,,,,,
239b20fc-8c02-4bb4-a493-16a45fc09a31,,,,,,,,,,,,,,,,,
239cad58-379e-4f24-b3be-50d8421ecad0,,,,,,,,,,,,,,,,,
239cdaad-6859-42ec-86d1-a548e27fb0f1,,,,,,,,,,,,,,,,,
239f95ce-5f67-4860-989b-8e0cea85176a,,,,,,,,,,,,,,,,,
23a10a13-2acb-406f-9c93-ae190567fdcb,,,,,,,,,,,,,,,,,
23a2766a-2796-452b-8da5-ddd7eefaec55,,,,,,,,,,,,,,,,,
23a30382-4ffa-4036-a59e-5a486c88f881,,,,,,,,,,,,,,,,,
23a52929-c4b6-4e18-b1c0-aba4eee4c555,,,,,,,,,,,,,,,,,
23a669bd-16e8-4758-945a-b737e9ee8e01,,,,,,,,,,,,,,,,,
23a77ccf-bb20-4507-bc70-b39420c6702e,,,,,,,,,,,,,,,,,
23a9b16b-6d7b-438f-ae7e-d0b4faf87f2e,,,,,,,,,,,,,,,,,
23a9fffc-bfe1-4871-ab53-af30423ff524,,,,,,,,,,,,,,,,,
23ae489c-6d7f-43b1-8698-7a6440c9e99f,,,,,,,,,,,,,,,,,
23b63b95-c369-47da-906a-a65a91067704,,,,,,,,,,,,,,,,,
23bb5f77-b8c7-4422-9826-c9477afa0457,,,,,,,,,,,,,,,,,
23bc421c-8c03-4694-9d1a-3dd0be376f78,,,,,,,,,,,,,,,,,
23bc4a3f-8bce-4600-96e6-74d3f65584b5,,,,,,,,,,,,,,,,,
23bd27fd-c0a4-41bb-9678-ceb1fe74b720,,,,,,,,,,,,,,,,,
23c164b1-2ffe-4b21-81e2-260523f80778,,,,,,,,,,,,,,,,,
23c7d4fa-7bf2-4709-9a9a-0a14810a1296,,,,,,,,,,,,,,,,,
23cae6c7-02c9-4c01-910a-2d81dc7f23a1,,,,,,,,,,,,,,,,,
23d55e75-de19-45cf-ad15-8090f2e6df89,,,,,,,,,,,,,,,,,
23d81ea6-ce5a-40cd-9b7d-0ca2227c7dc6,,,,,,,,,,,,,,,,,
23daec38-3d3b-4a38-8f1e-869643c54011,,,,,,,,,,,,,,,,,
23db1cbf-0373-4216-a0f1-c8efda9ea42c,,,,,,,,,,,,,,,,,
23e02bda-8bfb-458f-8c45-eeea0c5910c6,,,,,,,,,,,,,,,,,
23e23f09-57a1-4745-bdc2-5824e0973ed0,,,,,,,,,,,,,,,,,
23e54cdb-a50a-42e4-8900-8ba753fbeba2,,,,,,,,,,,,,,,,,
23e69589-2770-428e-81d8-a1d87f401c7a,,,,,,,,,,,,,,,,,
23e7c44b-bbc2-46ea-8529-67ac781d72c0,,,,,,,,,,,,,,,,,
23e7f06b-701c-4173-b215-6046073c41db,,,,,,,,,,,,,,,,,
23ead5dc-2859-42ee-9ede-28dba44b1858,,,,,,,,,,,,,,,,,
23f12011-8e62-4fc6-a41d-bf8dff20b02b,,,,,,,,,,,,,,,,,
23f1cc91-26ae-49b1-bcf2-07b1fd0dfe91,,,,,,,,,,,,,,,,,
23f445d4-93ef-42cb-8034-19632e14bcc5,,,,,,,,,,,,,,,,,
23f46aca-684c-45ca-914e-699a0026a6dc,,,,,,,,,,,,,,,,,
23f5e4e7-dd72-419b-8678-9e8a74162d6c,,,,,,,,,,,,,,,,,
23f6d6f8-05ac-4101-a41e-c405612bbf6a,,,,,,,,,,,,,,,,,
23f9601f-860e-4516-bbb2-b108a0f13786,,,,,,,,,,,,,,,,,
23f9db0b-3dec-424f-8435-91fd690dacb4,,,,,,,,,,,,,,,,,
23fe6e71-6c47-4acc-980f-6102ebb6cca3,,,,,,,,,,,,,,,,,
240419f8-e1dd-449a-8c1d-c57146417a3e,,,,,,,,,,,,,,,,,
24081e3c-e046-486e-8967-11b38da0b895,,,,,,,,,,,,,,,,,
240a8ce1-aebc-4502-b9db-354e3775a995,,,,,,,,,,,,,,,,,
240e0ffb-3ad4-4a24-a138-f5f993d6a164,,,,,,,,,,,,,,,,,
240f4829-9732-4a4f-8d1e-8ebc271c1f73,,,,,,,,,,,,,,,,,
241183d8-df60-42b9-9124-edfaca77b383,,,,,,,,,,,,,,,,,
2412bc00-e7ea-43ac-9608-b728ff98d46f,,,,,,,,,,,,,,,,,
2417370c-71a0-4c9f-8033-cb6954509037,,,,,,,,,,,,,,,,,
241883a4-617c-460e-869f-d9d21679ce81,,,,,,,,,,,,,,,,,
2418c52a-e77c-4da0-b990-3f0df315b095,,,,,,,,,,,,,,,,,
241921a4-e491-4829-ad84-e174bf95e4ed,,,,,,,,,,,,,,,,,
2419d1b9-5f7c-4501-b1b7-32a24ed7823b,,,,,,,,,,,,,,,,,
241a88d6-a41c-4037-8d26-649d76ef391d,,,,,,,,,,,,,,,,,
241c954e-f232-40cd-8a6d-6ad9affb44b3,,,,,,,,,,,,,,,,,
24250418-5d2f-4713-bab2-2c533d1ab932,,,,,,,,,,,,,,,,,
24276726-8b14-4bc3-a6ec-57b66fa9fbc0,,,,,,,,,,,,,,,,,
24279a2f-947f-4884-b75f-60aaf5c8556d,,,,,,,,,,,,,,,,,
2430894b-66a9-483f-809f-99c2c419a3c8,,,,,,,,,,,,,,,,,
24325061-f24d-4f3c-a2b8-6ba136675254,,,,,,,,,,,,,,,,,
2434b95e-53cd-42ee-9659-0eafc521e61a,,,,,,,,,,,,,,,,,
2437a44f-7377-40c8-9d42-77bfb5e6c4e6,,,,,,,,,,,,,,,,,
24380928-e5d9-401a-ab3b-021bde283707,,,,,,,,,,,,,,,,,
243cf2f9-e344-481d-8d3e-b3728f0fac9e,,,,,,,,,,,,,,,,,
243fa8cb-fb5e-4259-9b3e-efabed4643ab,,,,,,,,,,,,,,,,,
244159f7-e5a9-4908-a435-35a0ba1cf9bc,,,,,,,,,,,,,,,,,
244169e6-b129-4bb9-a977-cf6b2bff60fe,,,,,,,,,,,,,,,,,
24421bc5-8073-47c9-96cf-1fb42ea1b55f,,,,,,,,,,,,,,,,,
24438653-ed08-40d2-bad5-0def41d3273d,,,,,,,,,,,,,,,,,
2445f05c-b37d-4bee-bf7d-afea854846cf,,,,,,,,,,,,,,,,,
244b9fd5-98ec-48d5-b33c-84fa21f8583a,,,,,,,,,,,,,,,,,
244e8954-1f86-4f98-aa66-c6ca1b2dea78,,,,,,,,,,,,,,,,,
244ea5b2-3460-4984-bacc-3dfa68b3f194,,,,,,,,,,,,,,,,,
2455673d-366c-437a-8a9f-703257eb1dd4,,,,,,,,,,,,,,,,,
245607f6-fbbd-47c8-97c3-09652c6c9743,,,,,,,,,,,,,,,,,
24579819-19e7-4a06-96b0-4725766d9893,,,,,,,,,,,,,,,,,
2458a1a0-c626-42ba-b6b8-b89902c4d98b,,,,,,,,,,,,,,,,,
24597a88-90e8-4b91-8d60-8191860ac36b,,,,,,,,,,,,,,,,,
2463a773-b57b-47de-ac5b-a00b951938d2,,,,,,,,,,,,,,,,,
