Nanopore,Region_MA-MM-CR,Length_3way,Diff_MA-MA,Diff_CR-CR,Diff_MM-MM,Region_MA-MM,Length_MA-MM,Diff_MA-MA,Diff_MM-MM,Region_MA-CR,Length_MA-CR,Diff_MA-MA,Diff_CR_CR,Region_MM-CR,Length_MM-CR,Diff_MM-MM,Diff_CR-CR
eea18102-3e82-48f2-b170-a2eb2ff4b753,,,,,,,,,,,,,,,,,
eea2e810-8e1d-4a65-984e-7d6f58191435,,,,,,,,,,,,,,,,,
eea3cb4e-3d19-495b-ac04-68db4e7005c5,,,,,,,,,,,,,,,,,
eea630b1-a30f-457b-84c5-46d99049ffe0,,,,,,,,,,,,,,,,,
eea68cbd-f6a5-46c1-b429-312e62973dda,,,,,,,,,,,,,,,,,
eeab00d2-f082-4e57-b6aa-c2a8c616b889,,,,,,,,,,,,,,,,,
eeade215-cb40-44f7-a5a0-1e5f55afb4ef,,,,,,,,,,,,,,,,,
eeb0d18e-0adf-420b-be8f-cb9b39ae25fd,,,,,,,,,,,,,,,,,
eeb24de7-e3aa-4f18-a76f-922282df70cd,,,,,,,,,,,,,,,,,
eeb2efe3-20d4-4844-92f7-d3d6b91b2b58,,,,,,,,,,,,,,,,,
eeb3330f-5f80-434e-b1e0-39f958879893,,,,,,,,,,,,,,,,,
eeb4945a-ff5c-485b-93b5-7f1f6977255f,,,,,,,,,,,,,,,,,
eeb9d160-71d5-4d38-9a0a-b2c29490e281,,,,,,,,,,,,,,,,,
eeb9e8d4-9911-4d07-86ee-44acb6302ffa,,,,,,,,,,,,,,,,,
eebd6cdc-8e81-469b-b76b-3e5df45dc309,,,,,,,,,,,,,,,,,
eec0dbf7-b8f8-45ee-9dae-067d748d9be4,,,,,,,,,,,,,,,,,
eec1654f-d888-4702-a12c-df1ba27a9874,,,,,,,,,,,,,,,,,
eec1bb15-1b4f-4d9b-85bc-355c4fd6634d,,,,,,,,,,,,,,,,,
eec235dc-4329-4638-97e9-2f2cb489db8e,,,,,,,,,,,,,,,,,
eec3c408-2c87-4409-b395-b640fa1ce0b6,,,,,,,,,,,,,,,,,
eec669f6-806d-4c4f-a6af-cc3a83802560,,,,,,,,,,,,,,,,,
eec8d8d0-8a92-42eb-a1b3-1605c9103d2e,,,,,,,,,,,,,,,,,
eecb8c33-1a6e-44da-9c19-b3ff31a11623,,,,,,,,,,,,,,,,,
eed00903-52ba-4fea-b1f1-bf0efecbab49,,,,,,,,,,,,,,,,,
eed348ad-cb37-4eb7-9846-0a1754cb16ef,,,,,,,,,,,,,,,,,
eed61a4c-c99a-4797-b476-3cab29f19ed0,,,,,,,,,,,,,,,,,
eed981bd-b7e0-4f2e-bb4c-ac9673c87fcd,,,,,,,,,,,,,,,,,
eee013e6-5aad-4efa-b37f-1ace3fac6df3,,,,,,,,,,,,,,,,,
eee20bb1-d1fe-411a-96cb-de8c961c4bd2,,,,,,,,,,636,13351,180,360,,,,
eee8668b-aa51-4bb0-9566-09f4ca7b6ec1,,,,,,,,,,,,,,,,,
eee9c545-eed1-47a2-be9d-36710b79805a,,,,,,,,,,,,,,,,,
eeecad79-ee12-48de-9fb5-5f23bbfe4c2d,,,,,,,,,,,,,,,,,
eeef4e1b-62b1-4bb3-8a7a-51e0e7bef7aa,,,,,,,,,,,,,,,,,
eef4d04a-01bd-4c10-a75f-d1e7e2da0b8f,,,,,,,,,,,,,,,,,
eef55c0a-1f91-4ec0-90aa-5f9488143125,,,,,,,,,,,,,,,,,
eef8d5f4-d23b-4e0b-9122-e3a5fa68beba,,,,,,,,,,,,,,,,,
eef8f4fd-c5cf-48d1-a147-3fff7c077891,,,,,,,,,,,,,,,,,
eefa7c98-27c1-4bee-9116-6a5f5a0d6827,,,,,,,,,,,,,,,,,
eefb1ecf-c118-4d23-b996-56da265b9baa,,,,,,,,,,,,,,,,,
eefbd8fe-0ca2-4cb8-919e-f28793c623f9,,,,,,,,,,,,,,,,,
eeff03ef-0315-4d32-8639-30c77c559a09,,,,,,,,,,,,,,,,,
ef02a4fe-4cc8-48a9-9656-2766f78d7e24,,,,,,,,,,,,,,,,,
ef0683c7-d3ed-4309-a7e7-6802df5c5caa,,,,,,,,,,,,,,,,,
ef074f0e-c2c3-4d2c-b43e-48e558eec78d,,,,,,,,,,,,,,,,,
ef07562e-906c-444c-abab-52d373c93625,,,,,,,,,,,,,,,,,
ef0fae76-09a4-4645-b7b8-f4d869ce9210,,,,,,,,,,,,,,,,,
ef11862c-5caa-43d2-a4e9-9af6a7cd06d9,,,,,,,,,,,,,,,,,
ef13d579-6ce0-421f-b4c8-a3e954de7d38,,,,,,,,,,,,,,,,,
ef13efb1-29c0-4488-9deb-0c505f41fbf9,,,,,,,,,,,,,,,,,
ef18b7a6-a210-4a81-b5e3-6514ce18fd8a,,,,,,,,,,,,,,,,,
ef1fcc1a-ac89-480e-8ab6-53edf6d1cd9f,,,,,,,,,,,,,,,,,
ef20d48e-ef22-4de3-9209-5603479ffd3e,,,,,,,,,,,,,,,,,
ef242db1-4399-432e-98f0-06454e9892da,,,,,,,,,,,,,,,,,
ef2678df-ceef-4904-bc88-6b10ebf580cd,,,,,,,,,,,,,,,,,
ef2a7f4b-35d6-4403-9221-b01832722e9c,,,,,,,,,,,,,,,,,
ef322d28-f8b6-48ff-a53a-571900432764,,,,,,,,,,,,,,,,,
ef33a1a3-1a7d-4f1c-a71e-df9b3d74476b,,,,,,,,,,,,,,,,,
ef34d6be-dcf8-4286-bf40-28accc0e4ee7,,,,,,,,,,,,,,,,,
ef3627c8-5d66-4271-bf1e-97a1594611a5,,,,,,,,,,,,,,,,,
ef37a977-18f8-4872-9852-42f3e6cf8455,,,,,,,,,,,,,,,,,
ef384abb-46bd-414a-8939-875b5ef5faf0,,,,,,,,,,,,,,,,,
ef38a5e9-ec08-48ea-8dfd-3311e180f3d7,,,,,,,,,,,,,,,,,
ef3cf311-c9cc-42e0-89fc-88c1f420d810,,,,,,,,,,,,,,,,,
ef3fbf59-358b-4a08-9779-cd052a2dfb2a,,,,,,,,,,,,,,,,,
ef411e6d-dbce-4f65-8a05-87d29d93fd7b,,,,,,,,,,,,,,,,,
ef421749-5058-476e-8ece-e4e3b1599279,,,,,,,,,,,,,,,,,
ef4260a0-13d1-4e39-8ca5-c36ae71400ab,,,,,,,,,,637,10975,196,199,,,,
ef460542-d813-406f-8497-92726de238a1,,,,,,,,,,,,,,,,,
ef48770b-cb9f-4cd0-8312-a8d3716e514f,,,,,,,,,,,,,,,,,
ef4f71c1-b507-4aef-9d2c-6788175cc777,,,,,,,,,,,,,,,,,
ef52fedf-b31c-41d3-ac05-f2fb703b8b8f,,,,,,,,,,,,,,,,,
ef52ff7f-32bc-45ce-ac4d-6cf96e3de673,,,,,,,,,,,,,,,,,
ef54351c-87a8-45e4-941e-bf3eae90449f,,,,,,,,,,,,,,,,,
ef54c40e-e1a2-4e71-bbbd-08e43cc206d6,,,,,,,,,,,,,,,,,
ef54dfdf-51a4-4d09-a4a0-2007dd3c3596,,,,,,,,,,,,,,,,,
ef552881-6c6f-43a6-ba77-46a0aba7ef33,,,,,,,,,,,,,,,,,
ef5aa460-ad90-452c-8ba4-71a4870f2bed,,,,,,,,,,,,,,,,,
ef5aa8ee-8a1c-4c12-aaa2-0961b4f9131c,,,,,,,,,,,,,,,,,
ef5b2b63-b825-485f-87bf-97df18f7c8f8,,,,,,,,,,,,,,,,,
ef5b79e6-89f3-4204-a4d2-4cc30aee69c3,,,,,,,,,,,,,,,,,
ef668da0-3b52-4832-99a3-b4b5c85e33c1,,,,,,,,,,,,,,,,,
ef6a4117-e459-4a47-a901-5620ce480140,,,,,,,,,,,,,,,,,
ef6ac8ca-1a1d-4d45-a44f-d78ec7ba6f29,,,,,,,,,,,,,,,,,
ef6d5fe1-3d3f-4c5f-b200-4885cfeb3e6d,,,,,,,,,,,,,,,,,
ef6dc7d2-f774-4f4c-8424-054b3f09089e,,,,,,,,,,,,,,,,,
ef6df564-11e6-463f-92ca-f09d98236f54,,,,,,,,,,,,,,,,,
ef6e203d-9174-48fc-9e21-7c17d7ff9cc2,,,,,,,,,,,,,,,,,
ef723f68-061d-4d6a-844b-ae2bbc574745,,,,,,,,,,,,,,,,,
ef74c74e-8f94-4c11-a8e0-32ca31adc308,,,,,,,,,,,,,,,,,
ef76f0bb-a8b3-4e00-aefd-095deb9cdea0,,,,,,,,,,,,,,,,,
ef794340-9b56-44a5-b3c7-1e9aa59a2d9b,,,,,,,,,,,,,,,,,
ef7c3fab-d38f-4f0d-8ad5-77cef61c542f,,,,,,,,,,,,,,,,,
ef84b6c4-faad-4979-bc67-9fd3e9fe2b33,,,,,,,,,,,,,,,,,
ef86649b-c587-4f6d-a4b2-79c499edf4ef,,,,,,,,,,,,,,,,,
ef8c412d-080a-4a39-ac0a-76e2e0fe2803,,,,,,,,,,,,,,,,,
ef8ec973-e113-4ee4-8d24-1a1653eabadd,,,,,,,,,,,,,,,,,
ef8f6a69-faab-4db9-a07f-69eccd5e6325,,,,,,,,,,,,,,,,,
ef90ac98-b1e7-43a1-b435-83289c0e14c1,,,,,,,,,,,,,,,,,
ef92b430-2801-4989-93ba-e9e9a25ca6b6,,,,,,,,,,,,,,,,,
ef942bad-42c6-4074-b931-2f6fa7582e71,,,,,,,,,,,,,,,,,
ef975e60-3a5a-4675-99e7-9103b28c5900,,,,,,,,,,,,,,,,,
ef9a2146-794a-44c3-a7a2-4350d356c17b,,,,,,,,,,,,,,,,,
ef9abdf2-a4c9-4eb7-ace1-2e6d0fb1fc12,,,,,,,,,,,,,,,,,
ef9eb592-60de-49e9-957b-a9896e86e89e,,,,,,,,,,,,,,,,,
efa6c916-99d8-48ad-b18a-2859272acd12,,,,,,,,,,,,,,,,,
efa7739a-a4ac-4bb6-b559-e0dcd772f44a,,,,,,,,,,,,,,,,,
efb03615-eb32-4d3e-92b7-306c33fb18f1,,,,,,,,,,,,,,,,,
efb6d16d-a954-4c0d-905e-caaace92f7a5,,,,,,,,,,,,,,,,,
efb8224c-fa9b-4f7f-9149-9d8840597f23,,,,,,,,,,,,,,,,,
efb872be-52e2-4bd3-8746-4bb8f173b547,,,,,,,,,,,,,,,,,
efb93ed7-4982-4ff0-8297-7d0612ddebd6,,,,,,,,,,,,,,,,,
efb9f544-ab77-4e5f-90cc-5c7286ca67da,,,,,,,,,,,,,,,,,
efba7389-8fc5-4b22-aa55-86ed3504b0bf,,,,,,,,,,,,,,,,,
efc2b5d3-6aad-42ef-b8d1-a80055e22504,,,,,,,,,,,,,,,,,
efc34e5c-663e-4019-ade7-977785e6c6be,,,,,,,,,,,,,,,,,
efc4e22f-085b-4336-b7a1-a41193f02d02,,,,,,,,,,,,,,,,,
efc5f627-9d7d-4df5-84a8-5d34e75fb897,,,,,,,,,,,,,,,,,
efc616a1-b18b-401f-b03d-af96a9f05239,,,,,,,,,,,,,,,,,
efc851d5-0c22-4bea-bef5-2d9095418a57,,,,,,,,,,,,,,,,,
efc8cf83-01dd-42fd-9323-a13c9222cf01,,,,,,,,,,,,,,,,,
efc9a251-1c1f-47b5-b71b-2628bca14fae,,,,,,,,,,,,,,,,,
efcbd627-1811-441e-ab2f-fcdb55adb490,,,,,,,,,,,,,,,,,
efce980e-ac69-4019-bd03-85367b0daac1,,,,,,,,,,,,,,,,,
efceda60-4c68-44ad-8366-271d4e96a479,,,,,,,,,,,,,,,,,
efcf0bf2-fe8b-41e0-b503-1ba96004fa96,,,,,,,,,,,,,,,,,
efd31110-f096-4acf-9f30-3c5e9e47fe31,,,,,,,,,,,,,,,,,
efd37317-3b15-4364-a1e1-e247a31adfcd,,,,,,,,,,,,,,,,,
efd56470-4d7e-4024-a5e7-cc121a5770f8,,,,,,,,,,,,,,,,,
efd5a834-29c9-4fce-91c1-d549dd6ea777,,,,,,,,,,,,,,,,,
efd683ca-6924-4e2f-9c81-238c290aea62,,,,,,,,,,,,,,,,,
efd9bb6d-ecd9-4f9c-8606-598611b66f8b,,,,,,,,,,,,,,,,,
efdb8556-b042-46b2-b2a7-9266c54c60c2,,,,,,,,,,,,,,,,,
efe55f66-b553-4241-977f-9e8d1bf15d08,,,,,,,,,,,,,,,,,
efe65238-4e89-48aa-bbea-e68c5d4c148c,,,,,,,,,,,,,,,,,
efe67086-dda6-4520-9067-26664cba9e02,,,,,,,,,,,,,,,,,
efe6a442-0939-4ac1-bb41-24464ce0b2ce,,,,,,,,,,,,,,,,,
efec50ae-7980-431b-9b34-c30ef4fc4849,,,,,,,,,,,,,,,,,
eff26a1d-cb17-44e0-a2f1-38cce5f26d6e,,,,,,,,,,,,,,,,,
eff2a7e9-b4fa-4779-91ad-5256a02faee9,,,,,,,,,,,,,,,,,
eff46e0e-61d9-4be3-a7ca-ef69871c4f4f,,,,,,,,,,,,,,,,,
eff6fec9-353a-45a2-902f-ee6a7ca1c1d6,,,,,,,,,,,,,,,,,
eff8936b-cfd3-43cb-9cf6-9a7c6076785a,,,,,,,,,,,,,,,,,
effa47fd-2f35-409e-9ac3-51918782d032,,,,,,,,,,,,,,,,,
effb0d5a-233a-476a-9d58-76eefeebbaab,,,,,,,,,,,,,,,,,
effca3c5-06b8-42fc-b0fa-806b1393d5a2,,,,,,,,,,,,,,,,,
effdac40-175f-42fb-b077-c9ee44ee479f,,,,,,,,,,,,,,,,,
f001d4f3-4eeb-4c4d-9eab-6aabe62d05c5,,,,,,,,,,,,,,,,,
f0076cf4-d768-4589-9569-37144c61dae5,,,,,,,,,,,,,,,,,
f00a16fd-707f-4851-b6cd-1c2e06f9d7be,,,,,,,,,,,,,,,,,
f00b9acf-a0ea-4450-b6b9-b5a106fb8d81,,,,,,,,,,,,,,,,,
f00d0847-5b8e-4ce1-9a94-f02f95493470,,,,,,,,,,,,,,,,,
f00f8820-3e53-4b92-a46d-e006885160ff,,,,,,,,,,,,,,,,,
f010dc64-ec9d-4ad5-8ffa-0e1da77eb8ed,,,,,,,,,,,,,,,,,
f01ac8cc-1bb8-4976-81ba-f517146dcb7b,,,,,,,,,,,,,,,,,
f01cfecc-a3f3-4d1b-8aba-ecda0cac9c8f,,,,,,,,,,,,,,,,,
f01e90ad-df22-445d-b9a0-44c3ebf267d8,,,,,,,,,,,,,,,,,
f023c0b1-3843-4e12-94d5-efce310a8f2c,,,,,,,,,,,,,,,,,
f023e51a-1acd-44da-8d36-913addfb2f4e,,,,,,,,,,,,,,,,,
f02769f3-e984-4f4f-9ec8-5f36366d78af,,,,,,,,,,,,,,,,,
f029bf91-acab-4b30-abaa-86630523d8ad,,,,,,,,,,,,,,,,,
f02b300e-8880-4ba8-9ab6-9d228585bc7c,,,,,,,,,,,,,,,,,
f02b592c-a0c3-4ec9-962b-fb8d9ac906f7,,,,,,,,,,,,,,,,,
f02c7d67-b61d-4848-bc88-edf49ddd7685,,,,,,,,,,,,,,,,,
f02da730-c716-4c76-a68f-03e37030c683,,,,,,,,,,,,,,,,,
f02e67fc-d61f-4edc-b041-bdc1b30ef6f9,,,,,,,,,,,,,,,,,
f0300f0a-7c8e-4e5b-8c28-84488e3996f4,,,,,,,,,,,,,,,,,
f0358c81-47f3-4f9b-a22b-27cbb7d743f3,,,,,,,,,,,,,,,,,
f03f2f90-6fc1-46f4-8679-fc58e4540343,,,,,,,,,,,,,,,,,
f040f31a-2c43-44a6-a172-93e17fd2f6da,,,,,,,,,,,,,,,,,
f0411791-6b8a-4b40-bbc2-4a6222014857,,,,,,,,,,,,,,,,,
f0476377-0bee-49dd-829a-0f621858edc4,,,,,,,,,,,,,,,,,
f04a7e2a-fb89-4705-8f5c-d82e2d7604f6,,,,,,,,,,,,,,,,,
f04c6b7a-9d25-4ff5-829e-c7fb23871729,,,,,,,,,,,,,,,,,
f04e8288-94fc-4d11-a48b-c5946e0b6e95,,,,,,,,,,,,,,,,,
f0542bd3-09ca-427b-84c1-d79dbaf283cd,,,,,,,,,,,,,,,,,
f05a6bfd-b08c-40a8-a18e-970ce67d1646,,,,,,,,,,,,,,,,,
f061ea72-1b4d-4cbb-a7a4-f0eed48c5597,,,,,,,,,,,,,,,,,
f061f710-6833-4d4c-bc41-1ebebe03b3ab,,,,,,,,,,,,,,,,,
f062a4a3-0296-4f50-bb13-5921a9ed527f,,,,,,,,,,,,,,,,,
f064d00c-1600-4f1f-a1e8-bfe35b0fed8c,,,,,,,,,,,,,,,,,
f0655f65-2872-48e7-ad44-4957897bb5ad,,,,,,,,,,,,,,,,,
f0658192-b4bf-421e-a325-625811df0850,,,,,,,,,,,,,,,,,
f0661abe-67d8-4614-8808-2179723067e5,,,,,,,,,,,,,,,,,
f0701aca-7060-4df1-aa51-aad9294bc27b,,,,,,,,,,,,,,,,,
f0705b5f-d511-4b28-a62c-99a2caa32f69,,,,,,,,,,,,,,,,,
f070c924-39c3-42f5-8665-30e1d0b91b43,,,,,,,,,,,,,,,,,
f072b384-8369-4196-95d5-89d1593cab0e,,,,,,,,,,,,,,,,,
f072da0e-213f-4d4e-9404-83f5cc6aeb30,,,,,,,,,,,,,,,,,
f074e61b-ad22-45e2-b673-505c57d068a6,,,,,,,,,,,,,,,,,
f0763250-0a5f-486c-b5cc-bc7933db8c99,,,,,,,,,,,,,,,,,
f080ed45-0068-42fd-b66e-4db0d2636736,,,,,,,,,,,,,,,,,
f0816dfe-e6aa-48c8-a7b9-b275ef70f752,,,,,,,,,,,,,,,,,
f08244ef-1299-4191-b5d5-ba46eece7933,,,,,,,,,,,,,,,,,
f0839b2d-c61c-47e5-a9a2-cf53ef2da610,,,,,,,,,,,,,,,,,
f090c5f5-9232-40b7-8761-a9d35c4c1801,,,,,,,,,,,,,,,,,
f099861f-ddca-4e0b-8e17-39514974418f,,,,,,,,,,,,,,,,,
f0a13cad-ae69-42f9-a586-6a7c5f379f8b,,,,,,,,,,,,,,,,,
f0a7cee4-8ba4-4ec0-96ce-038740f05313,,,,,,,,,,,,,,,,,
f0a8ec08-9386-4398-8ecc-b92c9c8dabcd,,,,,,,,,,,,,,,,,
f0a92a24-c9af-4b93-980d-d3da2db6e7bf,,,,,,,,,,,,,,,,,
f0b0be14-5f10-465a-9d68-e4c8aa3534d9,,,,,,,,,,,,,,,,,
f0baaaed-8ae9-496c-aec0-f7ed74a84901,,,,,,,,,,643,14941,270,289,,,,
f0bc729a-336d-4fe7-adb2-b458a7f575ee,,,,,,,,,,,,,,,,,
f0bcc6f2-ca98-4511-a4fa-da5b20a7f249,,,,,,,,,,,,,,,,,
f0bdc881-40f3-4189-a7ca-f487ab60ecda,,,,,,,,,,,,,,,,,
f0bdee0b-8682-40b0-9c22-2ee2ba41cf29,,,,,,,,,,,,,,,,,
f0bea206-85a7-4097-8c52-6be7abcb93ce,,,,,,,,,,,,,,,,,
f0bfcc1a-aaf4-42f3-9a2a-f3298f4f04fe,,,,,,,,,,,,,,,,,
f0c5a744-2914-4478-bacd-de27f340e018,,,,,,,,,,,,,,,,,
f0c83b67-21db-4286-b484-a84c59606da9,,,,,,,,,,,,,,,,,
f0ca24a8-88c2-41c9-87c0-4623bff3c2e5,,,,,,,,,,,,,,,,,
f0ccde61-848c-4b4c-a33e-bb50b986febf,,,,,,,,,,,,,,,,,
f0cd7c6f-401f-437c-9a0b-2cc377766e77,,,,,,,,,,,,,,,,,
f0ce8167-c19e-4632-837c-a4ee2b3bb799,,,,,,,,,,,,,,,,,
f0d23e7f-7ca8-4789-961a-559d3697c293,,,,,,,,,,,,,,,,,
f0d2d404-65cb-4bb7-b2aa-c01f91f4bce9,,,,,,,,,,,,,,,,,
f0d34381-efc5-43e8-9804-2a09e8eb8cdf,,,,,,,,,,,,,,,,,
f0d5b8b3-01df-46fb-bd1c-77384bc1433e,,,,,,,,,,,,,,,,,
f0d7b8aa-67f5-4f1a-8512-ab37dfab5a4b,,,,,,,,,,,,,,,,,
f0d8e29a-5f0f-4a87-8227-8f69ff4e0477,,,,,,,,,,,,,,,,,
f0dae065-2e99-4a53-9cd6-2384d3ae93ab,,,,,,,,,,,,,,,,,
f0dfb6f4-b732-4e57-a187-44f1776e0e34,,,,,,,,,,,,,,,,,
f0e0599b-2ff3-4e4d-ae60-42debac10d0f,,,,,,,,,,,,,,,,,
f0e1a956-870b-4333-b06d-35968d78b6c3,,,,,,,,,,,,,,,,,
f0e35c74-9e35-44be-9942-4d6f7fe340da,,,,,,,,,,,,,,,,,
f0e7c1f4-baee-4973-9962-ac9c314d131d,,,,,,,,,,,,,,,,,
f0e8b389-b34b-4422-9926-779d121445f6,,,,,,,,,,,,,,,,,
f0ec20be-f261-4029-bd6c-f0b80e6ba578,,,,,,,,,,,,,,,,,
f0ec6093-0670-43b8-9b60-2b2183bd98a5,,,,,,,,,,,,,,,,,
f0ee576c-465f-476f-803b-1af4bcdb183f,,,,,,,,,,,,,,,,,
f0eeeb8c-b793-4d7f-aa03-b41dc43259c1,,,,,,,,,,,,,,,,,
f0ef7808-fd2d-493b-a7ea-9783ae60fc24,,,,,,,,,,,,,,,,,
f0f49468-551e-475c-995f-d009a81ba416,,,,,,,,,,,,,,,,,
f0f6dad6-b819-43e9-acce-273c0021c7b3,,,,,,,,,,,,,,,,,
f0f9dd22-2ff7-4ade-9b6e-87c90765c64f,,,,,,,,,,,,,,,,,
f0fd169d-c4ab-4260-b707-6f421a0af09d,,,,,,,,,,,,,,,,,
f0fee0cd-fbbd-4d86-990a-f885e118e5a6,,,,,,,,,,,,,,,,,
f1053b64-a79a-476c-9494-6fe094d1f574,,,,,,,,,,,,,,,,,
f1080167-de53-44d1-a511-277425593588,,,,,,,,,,,,,,,,,
f10d6499-0d0a-45a0-85a9-7b539ab44a1d,,,,,,,,,,,,,,,,,
f10d849a-2a38-4939-9642-57b90ea88a7c,,,,,,,,,,,,,,,,,
f10dcef8-1284-4530-b36d-2e885662a843,,,,,,,,,,,,,,,,,
f1139819-2e86-409b-976e-22bb31f3ae66,,,,,,,,,,,,,,,,,
f1176c1d-1c23-42af-9465-6e1a960a625a,,,,,,,,,,,,,,,,,
f1191a8b-ffd7-4be4-8b5d-1e668f14f8a0,,,,,,,,,,,,,,,,,
f11de10b-98c4-47cf-bccf-9af2156313f2,,,,,,,,,,,,,,,,,
f124a7f3-a304-4f88-a281-760591b78f9c,,,,,,,,,,,,,,,,,
f124bc00-9e02-44ea-b089-fc9568a349d9,,,,,,,,,,,,,,,,,
f125fa33-61f7-495c-9776-e9f8685162a2,,,,,,,,,,,,,,,,,
f125ffec-5560-4d36-8366-e835121f886d,,,,,,,,,,,,,,,,,
f12a24fe-cc3e-49a2-97d0-9aa3039b13c4,,,,,,,,,,,,,,,,,
f12bee9f-48cf-493d-b5bd-f32bdd7e739a,,,,,,,,,,,,,,,,,
f1316770-8399-4a40-a309-300ee8e6e53d,,,,,,,,,,,,,,,,,
f131c62f-7ad7-4880-9e9b-1ad389ae99f8,,,,,,,,,,,,,,,,,
f131e710-baa6-4f27-af9e-ffd057126e9a,,,,,,,,,,,,,,,,,
f135a3f6-9000-45c2-a082-134c3e83f124,,,,,,,,,,,,,,,,,
f135c317-f15f-4032-bdff-8671d2565709,,,,,,,,,,,,,,,,,
f138584e-2158-42b1-bff7-62cbcd0cc5cc,,,,,,,,,,,,,,,,,
f13aab21-80eb-4d04-98e6-66633b9871c4,,,,,,,,,,,,,,,,,
f144629e-bf1d-45f2-badc-ef7962f76489,,,,,,,,,,,,,,,,,
f1455a2a-9198-470d-a2f2-f7a7abfa12d3,,,,,,,,,,,,,,,,,
f14c6492-8645-4d2d-b203-741a3ebdee9a,,,,,,,,,,,,,,,,,
f14ca0e9-529a-4ffa-a7e6-81f6fdce66f2,,,,,,,,,,,,,,,,,
f15f61d6-a2b8-4c76-a602-3bdd5be323ff,,,,,,,,,,,,,,,,,
f162839f-c7d3-49b8-896c-7642934cc7a7,,,,,,,,,,,,,,,,,
f16758f0-6000-4886-91a2-fdd512b501d4,,,,,,,,,,,,,,,,,
f16823d9-627b-4831-a1f5-beb054af6e68,,,,,,,,,,,,,,,,,
f16a9cff-c24f-4fc0-b08c-4dfed07f7f51,,,,,,,,,,,,,,,,,
f16b040b-d4c9-444b-8bcb-5ffd5616b5c1,,,,,,,,,,,,,,,,,
f171d9ac-0240-44e6-b3ad-84a793a9a040,,,,,,,,,,,,,,,,,
f173fa24-dd15-4413-9889-7c59ae339793,,,,,,,,,,,,,,,,,
f1773761-ca17-457a-b1bc-41b289f0cf27,,,,,,,,,,,,,,,,,
f1784d83-b928-4eba-936e-d4c0767f63f9,,,,,,,,,,,,,,,,,
f17b83db-90f5-45ca-bedf-ac28adf33121,,,,,,,,,,,,,,,,,
f17d563d-164f-4e0d-b9be-eac6023312f6,,,,,,,,,,,,,,,,,
f181b721-9d59-42f4-beb1-1ab36ce5122d,,,,,,,,,,,,,,,,,
f18a5cfb-1c2d-42a4-bf1d-267a397a3a4b,,,,,,,,,,,,,,,,,
f18c3dec-7175-40d7-bde9-902d068c7a7f,,,,,,,,,,,,,,,,,
f18dbcb2-d876-423c-8ac1-a0a4a118cbd4,,,,,,,,,,,,,,,,,
f1969b23-f8a2-48c7-9246-edfb3a1dca95,,,,,,,,,,,,,,,,,
f197dca2-44ed-42fb-bc47-e86e03afaa34,,,,,,,,,,,,,,,,,
f1a0b63a-94e2-4d05-988e-72b74d54947c,,,,,,,,,,,,,,,,,
f1a65965-7dc6-475a-acc7-f1aeae586eef,,,,,,,,,,,,,,,,,
f1a9ea14-84a5-446c-ad80-54cf9cac4ee8,,,,,,,,,,,,,,,,,
f1aa6d62-0901-4c97-a398-95c34bd1244b,,,,,,,,,,,,,,,,,
f1b5d022-37eb-4179-be9e-89c792fae24d,,,,,,,,,,,,,,,,,
f1ba9ab1-52ff-4901-bc7d-63ffa633ec24,,,,,,,,,,,,,,,,,
f1c37e74-0834-4a69-abeb-af7b59c95969,,,,,,,,,,,,,,,,,
f1c746c5-16fe-4854-9b22-26393d2ef818,,,,,,,,,,,,,,,,,
f1c884f2-bb46-43f9-bbec-8258e8b20484,,,,,,,,,,,,,,,,,
f1cc45f9-e0fe-451b-9292-c081dfedc340,,,,,,,,,,,,,,,,,
f1cd0f80-d0e5-4d34-9d27-adccf3d66e1d,,,,,,,,,,,,,,,,,
f1cedab7-9bc7-46da-b3e9-e992e652ac28,,,,,,,,,,,,,,,,,
f1cf8575-db7a-4073-a01c-62dba205db5a,,,,,,,,,,,,,,,,,
f1cff77d-0bc7-48a0-becb-20018c669620,,,,,,,,,,,,,,,,,
f1d30c57-bf4c-47da-ad8f-90a4dbe38a21,,,,,,,,,,,,,,,,,
f1da983b-66f8-4c6e-ac0f-880a6ec3d81f,,,,,,,,,,,,,,,,,
f1dbfa77-377d-49f3-bb0b-97e3864668c0,,,,,,,,,,,,,,,,,
f1ec558b-0f3b-44a3-8012-9d46e4fbe5b7,,,,,,,,,,,,,,,,,
f1edcbcb-c693-415f-9a39-d3e093770037,,,,,,,,,,,,,,,,,
f1f7b9dd-d017-4804-b725-ba0276ddd8f1,,,,,,,,,,,,,,,,,
f1f9cfa3-ddec-4c97-bec6-44fe7784c4f0,,,,,,,,,,,,,,,,,
f1fccf0f-2455-4d53-8280-17cbcb94a84b,,,,,,,,,,,,,,,,,
f2015408-94b8-40df-8545-d02fbdf1ec02,,,,,,,,,,,,,,,,,
f201bf6a-23c9-4f2f-b83f-33cf6b88505a,,,,,,,,,,647,11881,268,308,,,,
f2021cdb-61c9-4343-8c25-0782235f421b,,,,,,,,,,,,,,,,,
f20404ee-5044-4875-ab58-4309988d6bdb,,,,,,,,,,,,,,,,,
f210902e-30dd-4be7-b0a3-763fe0c952c8,,,,,,,,,,,,,,,,,
f210fcba-c2fb-43ee-b2f4-3a1f2bbb9fc0,,,,,,,,,,,,,,,,,
